Timestamp,Component,ErrorType,Metric1,Metric2,RootCause
2025-05-02 16:21:07.427783,Firewall,ConnectionReset,34.48737836932098,0.2307839225136752,PowerIssue
2025-05-02 16:21:37.427783,Router,ConnectionReset,64.90444672682139,0.6631287382441872,HardwareFailure
2025-05-02 16:22:07.427783,Switch,ConnectionReset,88.28117988673708,0.7973141440866252,PowerIssue
2025-05-02 16:22:37.427783,Server,ConfigError,18.41300230811849,0.3193716664382617,NetworkCongestion
2025-05-02 16:23:07.427783,Router,ConfigError,84.03615053853187,0.6453059290176052,HardwareFailure
2025-05-02 16:23:37.427783,Server,PacketDrop,12.155662951826908,0.1469379959460126,DDoSAttack
2025-05-02 16:24:07.427783,LoadBalancer,HighLatency,21.49922235883912,0.341926304578064,DDoSAttack
2025-05-02 16:24:37.427783,Switch,Overload,3.7175288049645983,0.9092239295496342,NetworkCongestion
2025-05-02 16:25:07.427783,Switch,HighLatency,14.081186209299943,0.9113081631625708,HardwareFailure
2025-05-02 16:25:37.427783,Router,PowerFailure,91.73031454640504,0.5753245787430636,NetworkCongestion
2025-05-02 16:26:07.427783,Switch,ConfigError,45.94387466183786,0.7023514608651067,DDoSAttack
2025-05-02 16:26:37.427783,Firewall,ConnectionReset,7.7665861778353555,0.8540154152059414,DDoSAttack
2025-05-02 16:27:07.427783,Switch,ConnectionReset,95.97268380389612,0.9585531853126268,NetworkCongestion
2025-05-02 16:27:37.427783,Server,PowerFailure,87.899230775865,0.4898864402897694,NetworkCongestion
2025-05-02 16:28:07.427783,Server,HighLatency,75.46825208681412,0.5615757366260343,Misconfiguration
2025-05-02 16:28:37.427783,Server,ConnectionReset,93.3472791947558,0.4156415666478302,HardwareFailure
2025-05-02 16:29:07.427783,Server,HighLatency,22.012942083576416,0.0719819370564287,Misconfiguration
2025-05-02 16:29:37.427783,Firewall,Overload,83.63692930100864,0.4228034724488184,NetworkCongestion
2025-05-02 16:30:07.427783,BaseStation,PowerFailure,68.99911963543062,0.7906273393830772,SoftwareBug
2025-05-02 16:30:37.427783,LoadBalancer,HighLatency,86.97592495676884,0.8048854979915286,DDoSAttack
2025-05-02 16:31:07.427783,Router,Overload,79.69115657426298,0.8923771145932997,PowerIssue
2025-05-02 16:31:37.427783,Server,HighLatency,34.6495063176825,0.051466705175969,HardwareFailure
2025-05-02 16:32:07.427783,Switch,HighLatency,77.43985370172555,0.5271545895806339,HardwareFailure
2025-05-02 16:32:37.427783,Server,ConnectionReset,26.24563029848904,0.1074244879370762,DDoSAttack
2025-05-02 16:33:07.427783,Switch,PacketDrop,32.859216302805486,0.2007421831657433,PowerIssue
2025-05-02 16:33:37.427783,LoadBalancer,ConfigError,10.790571722297615,0.9002165023806065,Misconfiguration
2025-05-02 16:34:07.427783,LoadBalancer,HighLatency,93.50766159804688,0.4967912584296958,PowerIssue
2025-05-02 16:34:37.427783,LoadBalancer,HighLatency,29.10033634002816,0.7585449208966136,SoftwareBug
2025-05-02 16:35:07.427783,Switch,HighLatency,52.062246517145184,0.0643841059286808,NetworkCongestion
2025-05-02 16:35:37.427783,Server,PacketDrop,39.13328364661927,0.416826503924852,PowerIssue
2025-05-02 16:36:07.427783,LoadBalancer,Overload,95.99281205835015,0.6742402806643377,PowerIssue
2025-05-02 16:36:37.427783,Firewall,PowerFailure,33.50491709384824,0.1334064812782133,NetworkCongestion
2025-05-02 16:37:07.427783,Switch,ConnectionReset,77.8545821422689,0.3258178791056831,DDoSAttack
2025-05-02 16:37:37.427783,Switch,PacketDrop,85.541615463118,0.0645478050238832,HardwareFailure
2025-05-02 16:38:07.427783,Server,Overload,43.560649748096594,0.6513399408695104,DDoSAttack
2025-05-02 16:38:37.427783,Switch,HighLatency,37.81718144529312,0.9708912590581186,SoftwareBug
2025-05-02 16:39:07.427783,Switch,Overload,74.7745820932628,0.8270454911428297,DDoSAttack
2025-05-02 16:39:37.427783,LoadBalancer,PacketDrop,91.2895980306234,0.9746231168075656,PowerIssue
2025-05-02 16:40:07.427783,Server,PacketDrop,75.49317330722383,0.8456047950983965,PowerIssue
2025-05-02 16:40:37.427783,LoadBalancer,PacketDrop,22.71263655918656,0.8551958061969787,HardwareFailure
2025-05-02 16:41:07.427783,LoadBalancer,PowerFailure,88.83077474377053,0.5771771953713426,SoftwareBug
2025-05-02 16:41:37.427783,Server,ConfigError,38.75816674368331,0.5182523114132099,NetworkCongestion
2025-05-02 16:42:07.427783,Router,ConnectionReset,57.62294117779343,0.4062542664278276,NetworkCongestion
2025-05-02 16:42:37.427783,LoadBalancer,PowerFailure,83.1435619292711,0.81809489504588,Misconfiguration
2025-05-02 16:43:07.427783,Firewall,PowerFailure,18.83947674004922,0.1820676122780246,SoftwareBug
2025-05-02 16:43:37.427783,Firewall,ConfigError,78.45101356775531,0.0562249158241932,SoftwareBug
2025-05-02 16:44:07.427783,Switch,PowerFailure,59.61627979106775,0.947893822684675,PowerIssue
2025-05-02 16:44:37.427783,Firewall,PacketDrop,89.33416418276082,0.003778185203477,Misconfiguration
2025-05-02 16:45:07.427783,Switch,PacketDrop,17.197040184354297,0.9768293218758518,NetworkCongestion
2025-05-02 16:45:37.427783,Router,Overload,42.06822370409285,0.7288533698737658,SoftwareBug
2025-05-02 16:46:07.427783,Server,HighLatency,83.28430928668375,0.3284989196978276,SoftwareBug
2025-05-02 16:46:37.427783,Server,PowerFailure,1.9231703456760167,0.6978198430863103,HardwareFailure
2025-05-02 16:47:07.427783,Server,HighLatency,11.220136676564286,0.8178751571851274,NetworkCongestion
2025-05-02 16:47:37.427783,Firewall,ConnectionReset,99.05652127567348,0.2453620559864359,HardwareFailure
2025-05-02 16:48:07.427783,Router,PacketDrop,28.03941785903505,0.7708956832795819,Misconfiguration
2025-05-02 16:48:37.427783,Firewall,Overload,97.55431937239534,0.8043696250082402,SoftwareBug
2025-05-02 16:49:07.427783,Firewall,ConnectionReset,18.253155100867392,0.2493546301253454,Misconfiguration
2025-05-02 16:49:37.427783,Router,Overload,36.10944430073357,0.0419263543779835,DDoSAttack
2025-05-02 16:50:07.427783,Router,ConfigError,75.28694445035707,0.2041222845580976,HardwareFailure
2025-05-02 16:50:37.427783,Router,PacketDrop,65.77784072381785,0.2006464088893944,NetworkCongestion
2025-05-02 16:51:07.427783,Router,ConnectionReset,58.11223999290556,0.0652404541754831,SoftwareBug
2025-05-02 16:51:37.427783,Server,ConfigError,52.98991758050076,0.7260073846551959,DDoSAttack
2025-05-02 16:52:07.427783,BaseStation,ConnectionReset,84.34404436647402,0.3799749244584082,DDoSAttack
2025-05-02 16:52:37.427783,BaseStation,Overload,23.49485628333927,0.8843861674538583,NetworkCongestion
2025-05-02 16:53:07.427783,Router,ConfigError,44.24709269935184,0.2521711056651859,Misconfiguration
2025-05-02 16:53:37.427783,BaseStation,ConfigError,15.545229215645728,0.4532321650999273,DDoSAttack
2025-05-02 16:54:07.427783,BaseStation,PacketDrop,59.59415957307044,0.6390174289267628,PowerIssue
2025-05-02 16:54:37.427783,Router,HighLatency,25.054442427132017,0.877464949671778,NetworkCongestion
2025-05-02 16:55:07.427783,BaseStation,Overload,33.38420643433858,0.5246211016193748,DDoSAttack
2025-05-02 16:55:37.427783,Firewall,Overload,47.125071662352816,0.3735246278123828,NetworkCongestion
2025-05-02 16:56:07.427783,Switch,ConfigError,2.6770585703127847,0.8670150784720089,NetworkCongestion
2025-05-02 16:56:37.427783,Switch,ConfigError,9.193793592083765,0.3102464246876105,SoftwareBug
2025-05-02 16:57:07.427783,Router,PacketDrop,68.59292207082196,0.0794236996325764,Misconfiguration
2025-05-02 16:57:37.427783,Server,HighLatency,42.89699807175072,0.44504210751024,Misconfiguration
2025-05-02 16:58:07.427783,Router,Overload,86.47902219998954,0.7850933064979919,SoftwareBug
2025-05-02 16:58:37.427783,Server,PowerFailure,69.46720036441995,0.030780831753523,NetworkCongestion
2025-05-02 16:59:07.427783,Switch,PowerFailure,0.8100941647322446,0.5858822449895921,NetworkCongestion
2025-05-02 16:59:37.427783,Router,HighLatency,61.67123307671349,0.5944640485272361,PowerIssue
2025-05-02 17:00:07.427783,LoadBalancer,ConnectionReset,9.37248660597164,0.9285417634273816,DDoSAttack
2025-05-02 17:00:37.427783,Firewall,PacketDrop,78.09331797904943,0.2864648171450218,NetworkCongestion
2025-05-02 17:01:07.427783,BaseStation,HighLatency,99.1507688278502,0.2788366132106962,DDoSAttack
2025-05-02 17:01:37.427783,Server,PowerFailure,53.11987942415115,0.4404836513396781,HardwareFailure
2025-05-02 17:02:07.427783,LoadBalancer,ConfigError,68.27795001941304,0.3569149014715151,DDoSAttack
2025-05-02 17:02:37.427783,BaseStation,PowerFailure,23.73141608947516,0.7363458626893268,NetworkCongestion
2025-05-02 17:03:07.427783,BaseStation,ConfigError,43.75977437537936,0.6417520771315496,PowerIssue
2025-05-02 17:03:37.427783,Router,PacketDrop,85.60953322363837,0.7589210379062663,HardwareFailure
2025-05-02 17:04:07.427783,BaseStation,ConfigError,16.742294774625122,0.8200417911986891,PowerIssue
2025-05-02 17:04:37.427783,Firewall,HighLatency,26.55356056137621,0.9229811327341476,DDoSAttack
2025-05-02 17:05:07.427783,LoadBalancer,ConfigError,44.54336752860301,0.4309367317846476,PowerIssue
2025-05-02 17:05:37.427783,BaseStation,ConnectionReset,71.22488918440139,0.9846973894715496,DDoSAttack
2025-05-02 17:06:07.427783,Router,HighLatency,37.58839547956738,0.2156608134036527,Misconfiguration
2025-05-02 17:06:37.427783,Firewall,PacketDrop,92.77322797830038,0.7143651619473286,DDoSAttack
2025-05-02 17:07:07.427783,Switch,HighLatency,9.445705126871918,0.5340093173071893,SoftwareBug
2025-05-02 17:07:37.427783,LoadBalancer,ConnectionReset,37.08041975448475,0.8169005946848834,PowerIssue
2025-05-02 17:08:07.427783,BaseStation,PacketDrop,70.89541234284219,0.476770520606426,NetworkCongestion
2025-05-02 17:08:37.427783,Router,PowerFailure,22.598676566149244,0.7839386353624312,Misconfiguration
2025-05-02 17:09:07.427783,Switch,ConnectionReset,65.6413134229673,0.930168714647678,HardwareFailure
2025-05-02 17:09:37.427783,Switch,PacketDrop,16.421695822734595,0.7322942661400873,DDoSAttack
2025-05-02 17:10:07.427783,Server,ConfigError,5.598028486168638,0.7760942862183243,SoftwareBug
2025-05-02 17:10:37.427783,Firewall,HighLatency,12.101571674864886,0.0671754312658561,Misconfiguration
2025-05-02 17:11:07.427783,BaseStation,PacketDrop,92.99847831341349,0.2049576622322806,PowerIssue
2025-05-02 17:11:37.427783,Router,HighLatency,55.175088293955135,0.9743037405035936,Misconfiguration
2025-05-02 17:12:07.427783,Server,ConfigError,79.63457754796491,0.6931870037873944,NetworkCongestion
2025-05-02 17:12:37.427783,Firewall,PacketDrop,33.26545009050512,0.5614490173110046,NetworkCongestion
2025-05-02 17:13:07.427783,Server,PowerFailure,59.26586478854466,0.36697637339645,NetworkCongestion
2025-05-02 17:13:37.427783,LoadBalancer,ConnectionReset,49.49521337049916,0.0443890012069179,SoftwareBug
2025-05-02 17:14:07.427783,Firewall,PacketDrop,94.5737959402294,0.369135907964135,Misconfiguration
2025-05-02 17:14:37.427783,Firewall,ConfigError,74.75746360541103,0.4989128732895759,Misconfiguration
2025-05-02 17:15:07.427783,BaseStation,PacketDrop,73.0542631496579,0.2114595093868867,PowerIssue
2025-05-02 17:15:37.427783,Firewall,HighLatency,4.635326943427954,0.1731367912738325,HardwareFailure
2025-05-02 17:16:07.427783,Server,Overload,54.96696690036911,0.5084165513575168,NetworkCongestion
2025-05-02 17:16:37.427783,Firewall,PacketDrop,46.699145390181485,0.5859042356275439,HardwareFailure
2025-05-02 17:17:07.427783,BaseStation,PowerFailure,92.78422666061944,0.2399179188545248,HardwareFailure
2025-05-02 17:17:37.427783,BaseStation,PacketDrop,25.734198818953224,0.587389474456213,NetworkCongestion
2025-05-02 17:18:07.427783,LoadBalancer,ConnectionReset,26.98334532910944,0.9003399638742949,NetworkCongestion
2025-05-02 17:18:37.427783,Server,PacketDrop,41.13462488815004,0.4731732580213538,PowerIssue
2025-05-02 17:19:07.427783,Switch,Overload,24.336971340637604,0.8573901695871814,SoftwareBug
2025-05-02 17:19:37.427783,Switch,HighLatency,12.918391780874948,0.9272714445333184,NetworkCongestion
2025-05-02 17:20:07.427783,Firewall,PacketDrop,85.74148466508008,0.0923940289370857,HardwareFailure
2025-05-02 17:20:37.427783,LoadBalancer,PowerFailure,55.82765244039158,0.0958115796567969,PowerIssue
2025-05-02 17:21:07.427783,Router,ConfigError,86.13627189565668,0.4760441828876014,Misconfiguration
2025-05-02 17:21:37.427783,Firewall,PacketDrop,83.11347654036959,0.5881024443177026,PowerIssue
2025-05-02 17:22:07.427783,LoadBalancer,PacketDrop,28.20423547896711,0.4258834644650292,NetworkCongestion
2025-05-02 17:22:37.427783,Server,ConnectionReset,54.77374443242739,0.326450770417503,DDoSAttack
2025-05-02 17:23:07.427783,Server,PowerFailure,8.321770274007045,0.6409941161261559,NetworkCongestion
2025-05-02 17:23:37.427783,Server,Overload,91.52518840307584,0.0020815123499202,SoftwareBug
2025-05-02 17:24:07.427783,Server,ConfigError,40.42627150651531,0.9680732808637424,PowerIssue
2025-05-02 17:24:37.427783,Server,HighLatency,39.36761838890214,0.2320790881880221,NetworkCongestion
2025-05-02 17:25:07.427783,LoadBalancer,PacketDrop,30.275537061795323,0.9170987685830072,HardwareFailure
2025-05-02 17:25:37.427783,LoadBalancer,Overload,46.06637447107038,0.1090147445345059,HardwareFailure
2025-05-02 17:26:07.427783,BaseStation,ConfigError,25.175938654544805,0.2380871820445725,PowerIssue
2025-05-02 17:26:37.427783,Switch,HighLatency,37.48522727968046,0.2348737010875003,SoftwareBug
2025-05-02 17:27:07.427783,Server,Overload,79.99470485848819,0.9961529042006462,DDoSAttack
2025-05-02 17:27:37.427783,Router,PowerFailure,83.42555035851719,0.0046005457258844,PowerIssue
2025-05-02 17:28:07.427783,LoadBalancer,PowerFailure,30.41824776285161,0.6396382093034958,SoftwareBug
2025-05-02 17:28:37.427783,Router,ConfigError,46.90144305527879,0.8696865810608528,HardwareFailure
2025-05-02 17:29:07.427783,Router,HighLatency,87.38197762800523,0.6722736540247367,NetworkCongestion
2025-05-02 17:29:37.427783,Router,PowerFailure,5.267333182969713,0.3627338182169441,Misconfiguration
2025-05-02 17:30:07.427783,BaseStation,ConfigError,88.91449619957854,0.9583093627029348,NetworkCongestion
2025-05-02 17:30:37.427783,LoadBalancer,PowerFailure,21.91843456523317,0.893520754589041,HardwareFailure
2025-05-02 17:31:07.427783,Router,PowerFailure,67.85392442143758,0.4339549202495177,DDoSAttack
2025-05-02 17:31:37.427783,Server,Overload,58.255169638460025,0.5733284926111635,HardwareFailure
2025-05-02 17:32:07.427783,Firewall,Overload,55.29407481892521,0.9675191878052408,NetworkCongestion
2025-05-02 17:32:37.427783,Router,PowerFailure,85.93602247528213,0.98256036192647,NetworkCongestion
2025-05-02 17:33:07.427783,BaseStation,ConnectionReset,10.157214364466128,0.4498232757179522,DDoSAttack
2025-05-02 17:33:37.427783,LoadBalancer,Overload,34.7028025325636,0.8473500281430886,DDoSAttack
2025-05-02 17:34:07.427783,BaseStation,HighLatency,53.82527463447656,0.3019802269539363,HardwareFailure
2025-05-02 17:34:37.427783,Router,ConfigError,81.12888539460398,0.3718128729306647,NetworkCongestion
2025-05-02 17:35:07.427783,LoadBalancer,ConfigError,21.64430834116715,0.1648218829902262,Misconfiguration
2025-05-02 17:35:37.427783,Firewall,HighLatency,80.29298413742762,0.2091845927767303,Misconfiguration
2025-05-02 17:36:07.427783,Router,HighLatency,39.96384824939357,0.6568733022593589,PowerIssue
2025-05-02 17:36:37.427783,BaseStation,HighLatency,18.89138564336954,0.5107816180070809,Misconfiguration
2025-05-02 17:37:07.427783,Switch,HighLatency,75.89864404434826,0.2311318606256028,HardwareFailure
2025-05-02 17:37:37.427783,Server,PacketDrop,9.08989014745478,0.4029096163616525,HardwareFailure
2025-05-02 17:38:07.427783,BaseStation,ConfigError,51.47673740754429,0.3731834598636817,PowerIssue
2025-05-02 17:38:37.427783,LoadBalancer,PacketDrop,6.387578386188841,0.9873602045353342,SoftwareBug
2025-05-02 17:39:07.427783,Router,PowerFailure,35.64178551577876,0.8535658372113794,PowerIssue
2025-05-02 17:39:37.427783,Server,PowerFailure,60.10767990063927,0.3879663333838242,SoftwareBug
2025-05-02 17:40:07.427783,Router,ConfigError,55.61155414872131,0.9139165788960332,SoftwareBug
2025-05-02 17:40:37.427783,LoadBalancer,PowerFailure,40.46554179046665,0.3426353916281711,NetworkCongestion
2025-05-02 17:41:07.427783,Router,HighLatency,42.90479939721157,0.6679015127348594,DDoSAttack
2025-05-02 17:41:37.427783,Switch,PacketDrop,22.676955335076656,0.9666499966821124,Misconfiguration
2025-05-02 17:42:07.427783,Server,HighLatency,45.58825884241029,0.3902788639885522,SoftwareBug
2025-05-02 17:42:37.427783,Server,PowerFailure,95.32548557208342,0.6798849651049338,NetworkCongestion
2025-05-02 17:43:07.427783,LoadBalancer,Overload,85.04529177837904,0.2959238110626332,PowerIssue
2025-05-02 17:43:37.427783,Switch,PacketDrop,14.52328690763438,0.2663123155979746,PowerIssue
2025-05-02 17:44:07.427783,BaseStation,HighLatency,2.978078732092093,0.5741566664315519,SoftwareBug
2025-05-02 17:44:37.427783,Router,ConfigError,93.35243127166306,0.9792645980332182,NetworkCongestion
2025-05-02 17:45:07.427783,Firewall,HighLatency,52.674974988074766,0.4531338487201699,HardwareFailure
2025-05-02 17:45:37.427783,Router,Overload,53.783782314930775,0.9376369703165808,DDoSAttack
2025-05-02 17:46:07.427783,Router,PowerFailure,78.07179957065223,0.9143635202447616,DDoSAttack
2025-05-02 17:46:37.427783,BaseStation,PacketDrop,31.468897387132657,0.2537626123449947,Misconfiguration
2025-05-02 17:47:07.427783,Router,ConfigError,48.190756883600216,0.4018194070843274,SoftwareBug
2025-05-02 17:47:37.427783,Switch,PacketDrop,96.86629131467376,0.6433024784941831,HardwareFailure
2025-05-02 17:48:07.427783,Switch,ConfigError,67.21486869324072,0.5180458844113917,Misconfiguration
2025-05-02 17:48:37.427783,Server,PacketDrop,15.374503199578593,0.0959585298631743,HardwareFailure
2025-05-02 17:49:07.427783,LoadBalancer,PowerFailure,13.32267479843533,0.9936980301271584,DDoSAttack
2025-05-02 17:49:37.427783,Firewall,ConfigError,20.42647583330054,0.75265400121128,NetworkCongestion
2025-05-02 17:50:07.427783,Router,ConnectionReset,76.67116744207175,0.4376940382247117,SoftwareBug
2025-05-02 17:50:37.427783,Router,PacketDrop,29.537700384061605,0.6181685496662913,HardwareFailure
2025-05-02 17:51:07.427783,BaseStation,PacketDrop,2.1388846675079787,0.0875728172662301,HardwareFailure
2025-05-02 17:51:37.427783,LoadBalancer,HighLatency,94.4174363505662,0.49530165368961,HardwareFailure
2025-05-02 17:52:07.427783,Switch,ConfigError,16.971341639491065,0.9308324158174878,DDoSAttack
2025-05-02 17:52:37.427783,Firewall,Overload,0.955818614806858,0.8966009580549783,SoftwareBug
2025-05-02 17:53:07.427783,Server,ConnectionReset,23.7131602383323,0.3373808454831456,NetworkCongestion
2025-05-02 17:53:37.427783,Switch,PowerFailure,23.50287871181337,0.5313678638213388,NetworkCongestion
2025-05-02 17:54:07.427783,LoadBalancer,HighLatency,42.20052508457231,0.6973835240876468,HardwareFailure
2025-05-02 17:54:37.427783,Server,ConnectionReset,92.03898315000367,0.3400092669079053,NetworkCongestion
2025-05-02 17:55:07.427783,BaseStation,ConfigError,87.9184917779098,0.0648792180939384,Misconfiguration
2025-05-02 17:55:37.427783,BaseStation,ConnectionReset,45.68945549824279,0.5054416567178047,NetworkCongestion
2025-05-02 17:56:07.427783,Router,PacketDrop,41.08999049918065,0.6016357358233364,HardwareFailure
2025-05-02 17:56:37.427783,LoadBalancer,PacketDrop,55.500908647485126,0.0058416001215102,Misconfiguration
2025-05-02 17:57:07.427783,Firewall,HighLatency,24.34540119717657,0.0955753735385306,SoftwareBug
2025-05-02 17:57:37.427783,Server,ConfigError,5.218499196636284,0.2072906435941522,PowerIssue
2025-05-02 17:58:07.427783,Switch,ConfigError,93.92241361712068,0.3480522869909341,DDoSAttack
2025-05-02 17:58:37.427783,LoadBalancer,ConnectionReset,18.66989848771728,0.5410512228305804,NetworkCongestion
2025-05-02 17:59:07.427783,LoadBalancer,HighLatency,19.84007292457164,0.2938429187596653,Misconfiguration
2025-05-02 17:59:37.427783,BaseStation,ConfigError,47.24603288539476,0.2761838144065037,PowerIssue
2025-05-02 18:00:07.427783,Router,Overload,49.16133448403307,0.8693493438130818,SoftwareBug
2025-05-02 18:00:37.427783,Router,Overload,1.8434209700741944,0.1450506408014262,PowerIssue
2025-05-02 18:01:07.427783,Server,PacketDrop,14.79547387739707,0.4954601331723602,SoftwareBug
2025-05-02 18:01:37.427783,BaseStation,ConnectionReset,37.81548185607417,0.952824716936136,HardwareFailure
2025-05-02 18:02:07.427783,LoadBalancer,PowerFailure,68.3730693510539,0.6250132491160458,HardwareFailure
2025-05-02 18:02:37.427783,Firewall,PacketDrop,22.841845683193583,0.7172054798944385,DDoSAttack
2025-05-02 18:03:07.427783,BaseStation,HighLatency,42.30144462417626,0.4312369913906071,DDoSAttack
2025-05-02 18:03:37.427783,Server,ConfigError,55.73450647164668,0.0199321671197195,SoftwareBug
2025-05-02 18:04:07.427783,Server,PacketDrop,88.8592494623292,0.6461303683672054,PowerIssue
2025-05-02 18:04:37.427783,BaseStation,PowerFailure,32.60705023271233,0.6319242814281241,DDoSAttack
2025-05-02 18:05:07.427783,Server,PowerFailure,13.355826586348352,0.110427636463333,NetworkCongestion
2025-05-02 18:05:37.427783,BaseStation,Overload,48.92722258976082,0.4621597136246315,PowerIssue
2025-05-02 18:06:07.427783,Switch,HighLatency,74.67216016840621,0.9153289446656504,DDoSAttack
2025-05-02 18:06:37.427783,BaseStation,PacketDrop,10.985975705273344,0.2050848319719751,PowerIssue
2025-05-02 18:07:07.427783,BaseStation,ConnectionReset,42.46834916969604,0.4610987546341103,NetworkCongestion
2025-05-02 18:07:37.427783,Server,PacketDrop,1.7785141262483428,0.4611031852005204,PowerIssue
2025-05-02 18:08:07.427783,Server,Overload,3.355918164725113,0.8107614681476384,PowerIssue
2025-05-02 18:08:37.427783,Router,PowerFailure,48.29533632166656,0.8245758703294446,Misconfiguration
2025-05-02 18:09:07.427783,Router,HighLatency,29.819729815092945,0.7592694196633919,SoftwareBug
2025-05-02 18:09:37.427783,Switch,HighLatency,84.51072990054122,0.3654541591882737,HardwareFailure
2025-05-02 18:10:07.427783,Router,ConnectionReset,60.21543061264543,0.0720369250185201,DDoSAttack
2025-05-02 18:10:37.427783,BaseStation,HighLatency,45.39329617429904,0.3494829772240141,DDoSAttack
2025-05-02 18:11:07.427783,Server,Overload,40.79353710542964,0.6797912012713396,DDoSAttack
2025-05-02 18:11:37.427783,Router,Overload,49.72454801895633,0.7027465744890764,SoftwareBug
2025-05-02 18:12:07.427783,Router,Overload,4.043883121266134,0.965000209476719,PowerIssue
2025-05-02 18:12:37.427783,Switch,HighLatency,89.27933564206599,0.4536412314437085,NetworkCongestion
